Restaurant ID,Restaurant Name,Country,City,Locality,Cuisines,Cost_for_two,Currency,Has Table booking,Has Online delivery,Price_range,Rating,Rating text,Votes
2100784,11th Avenue Cafe Bistro,India,Guwahati,Uzan Bazaar,"Cafe, American, Italian, Continental",400,Indian Rupees(Rs.),No,No,2,4.1,Very Good,377
2100849,Cafí© Riverrun,India,Guwahati,Uzan Bazaar,"Continental, Juices, Cafe, Desserts, Salad, Italian",500,Indian Rupees(Rs.),No,No,2,4.2,Very Good,99
18480196,Fat Belly,India,Guwahati,Uzan Bazaar,"Asian, Chinese, Tibetan",500,Indian Rupees(Rs.),No,No,2,4.1,Very Good,25
2100719,The Corner Cafe,India,Guwahati,Uzan Bazaar,"Cafe, Continental",850,Indian Rupees(Rs.),No,No,3,4.1,Very Good,179
2100676,Chung Fa,India,Guwahati,Zoo Tiniali,Chinese,600,Indian Rupees(Rs.),No,No,2,4.3,Very Good,369
2100074,Shanghai Salsa,India,Guwahati,Zoo Tiniali,"Continental, Fast Food, Chinese, Charcoal Grill, Mexican",1000,Indian Rupees(Rs.),No,No,3,4.0,Very Good,256
18224282,Three Guys,India,Guwahati,Zoo Tiniali,"Continental, North Indian, Chinese, Arabian, Thai",700,Indian Rupees(Rs.),No,No,2,4.3,Very Good,233
2100776,Ziya,India,Guwahati,Zoo Tiniali,"Continental, Chinese",700,Indian Rupees(Rs.),No,No,2,4.3,Very Good,96
90744,Exotica,India,Hyderabad,"12th Square Building, Banjara Hills","Mughlai, North Indian, Chinese",1500,Indian Rupees(Rs.),Yes,Yes,3,4.3,Very Good,3374
18452864,AB's - Absolute Barbecues,India,Hyderabad,Banjara Hills,"European, Mediterranean, North Indian",1500,Indian Rupees(Rs.),No,No,3,4.9,Excellent,200
97824,Chili's,India,Hyderabad,Banjara Hills,"Mexican, American, Tex-Mex, Burger",1800,Indian Rupees(Rs.),Yes,Yes,3,4.7,Excellent,1932
18443506,The Fisherman's Wharf,India,Hyderabad,Gachibowli,"Seafood, Continental, Goan, Asian, Andhra",1500,Indian Rupees(Rs.),Yes,No,3,3.8,Good,144
90847,Chili's,India,Hyderabad,Hitech City,"Mexican, American, Tex-Mex, Burger",1800,Indian Rupees(Rs.),No,Yes,3,4.6,Excellent,2553
18280329,Pine & Dine,India,Hyderabad,Hitech City,"North Indian, South Indian, Chinese",700,Indian Rupees(Rs.),Yes,Yes,2,4.0,Very Good,682
96626,Jonathan's Kitchen - Holiday Inn Express & Suites,India,Hyderabad,Holiday Inn Express & Suites,"North Indian, Japanese, Italian",1900,Indian Rupees(Rs.),Yes,No,3,4.3,Very Good,860
94286,AB's - Absolute Barbecues,India,Hyderabad,Jubilee Hills,"European, Mediterranean, North Indian",1500,Indian Rupees(Rs.),No,No,3,4.9,Excellent,5434
96776,Coní_u,India,Hyderabad,Jubilee Hills,"Bakery, Desserts",600,Indian Rupees(Rs.),No,No,2,4.8,Excellent,1023
18418733,Dock Forty Five,India,Hyderabad,Jubilee Hills,"Continental, Asian",1400,Indian Rupees(Rs.),No,No,3,4.2,Very Good,79
18418730,Mocha Bar,India,Hyderabad,Jubilee Hills,"North Indian, Continental, Italian",1200,Indian Rupees(Rs.),Yes,No,3,4.2,Very Good,221
93766,Olive Bistro,India,Hyderabad,Jubilee Hills,"Mediterranean, Italian, European",2000,Indian Rupees(Rs.),Yes,Yes,4,4.4,Very Good,2218
18356469,Prost Brew Pub,India,Hyderabad,Jubilee Hills,"Italian, Continental, Chinese",1200,Indian Rupees(Rs.),Yes,No,3,4.1,Very Good,594
97503,United Kitchens of India,India,Hyderabad,Jubilee Hills,"North Indian, Andhra, Chettinad, Bengali, Mughlai, Chinese",1100,Indian Rupees(Rs.),Yes,No,3,4.1,Very Good,1431
92577,Heart Cup Coffee,India,Hyderabad,Kondapur,"Cafe, Continental, North Indian, Chinese",1800,Indian Rupees(Rs.),No,Yes,3,4.2,Very Good,1859
18307251,Churrolto,India,Hyderabad,Madhapur,"Desserts, Cafe, Mexican",500,Indian Rupees(Rs.),No,No,2,4.7,Excellent,344
18313013,The Grand Trunk Road,India,Hyderabad,Madhapur,"North Indian, Chinese",1100,Indian Rupees(Rs.),No,Yes,3,3.9,Good,616
18312984,Sahibäó»s Barbeque by Ohriäó»s,India,Hyderabad,Ohri' Hitech City,"Hyderabadi, Awadhi",1400,Indian Rupees(Rs.),Yes,No,3,4.1,Very Good,571
1401756,KYRO,India,Indore,Bhawar Kuan,"North Indian, Chinese, Continental, Mediterranean, Asian",1300,Indian Rupees(Rs.),No,No,3,3.7,Good,238
1400544,JAL - A Jungle Restaurant,India,Indore,Bhawar Kuan,"North Indian, Chinese",850,Indian Rupees(Rs.),No,No,3,4.1,Very Good,100
18254231,Oye24,India,Indore,HIG-LIG,"North Indian, Chinese, South Indian",250,Indian Rupees(Rs.),No,No,1,4.1,Very Good,152
1402314,Hobnob Gourmet Cafí©bar,India,Indore,"Infiniti Hotel, Vijay Nagar","Italian, Continental",1950,Indian Rupees(Rs.),No,No,4,4.1,Very Good,37
1400466,Mangosteen Cafe,India,Indore,New Palasia,"Cafe, Fast Food, Italian, Mexican",700,Indian Rupees(Rs.),No,No,2,3.9,Good,430
1401934,Mama Loca,India,Indore,New Palasia,"Greek, Lebanese",1000,Indian Rupees(Rs.),No,No,3,4.2,Very Good,304
1401548,Vidorra,India,Indore,New Palasia,"North Indian, Chinese",1200,Indian Rupees(Rs.),No,No,3,4.0,Very Good,404
1400460,Cafe Palette,India,Indore,Old Palasia,"Cafe, Lebanese, Italian",800,Indian Rupees(Rs.),No,No,3,3.8,Good,214
1400056,Nafees Restaurant,India,Indore,Old Palasia,"North Indian, Mughlai",850,Indian Rupees(Rs.),No,No,3,4.0,Very Good,496
1400169,The Creative Kitchen - Radisson Blu Hotel,India,Indore,"Radisson Blu Hotel, Vijay Nagar","North Indian, Continental, Mexican, Italian",2000,Indian Rupees(Rs.),No,No,4,3.8,Good,209
1400186,Square - Sayaji Hotel,India,Indore,"Sayaji Hotel, Vijay Nagar","North Indian, Chinese, Italian",1500,Indian Rupees(Rs.),No,No,4,4.3,Very Good,334
1402335,Freito,India,Indore,Vijay Nagar,"Mexican, Italian",650,Indian Rupees(Rs.),No,No,2,3.1,Average,26
1400555,Cafe Terazza,India,Indore,Vijay Nagar,"Cafe, Italian, Mexican, Chinese",700,Indian Rupees(Rs.),No,No,2,3.9,Good,502
1401948,Cafe Yolo,India,Indore,Vijay Nagar,"Cafe, Fast Food",650,Indian Rupees(Rs.),No,No,2,3.8,Good,69
18395137,Just My Bakes,India,Indore,Vijay Nagar,"Cafe, Bakery",500,Indian Rupees(Rs.),No,No,2,3.9,Good,69
1400121,10 Downing Street,India,Indore,Vijay Nagar,"North Indian, Chinese",1500,Indian Rupees(Rs.),No,No,4,4.0,Very Good,413
1402028,Cakesmith's Alley,India,Indore,Vijay Nagar,"Bakery, Cafe, Fast Food",400,Indian Rupees(Rs.),No,No,2,4.3,Very Good,87
1401857,The Yellow Chilli,India,Indore,Vijay Nagar,"North Indian, Mughlai, Seafood",1100,Indian Rupees(Rs.),No,No,3,4.1,Very Good,181
1402089,Waffle House,India,Indore,Vijay Nagar,"Cafe, Fast Food",500,Indian Rupees(Rs.),No,No,2,4.3,Very Good,171
1402050,Mocha,India,Indore,YN Road,"Cafe, Continental, Italian, Street Food",800,Indian Rupees(Rs.),No,No,3,4.0,Very Good,341
101212,Tapri Central,India,Jaipur,C Scheme,"Cafe, Fast Food, Street Food",750,Indian Rupees(Rs.),No,Yes,2,4.7,Excellent,1469
101834,Blackout,India,Jaipur,C Scheme,"North Indian, European, Continental, Finger Food",1650,Indian Rupees(Rs.),No,No,3,3.9,Good,676
101884,Mamu's Infusion,India,Jaipur,C Scheme,"Italian, Chinese, Mexican, Thai, North Indian",1400,Indian Rupees(Rs.),No,Yes,3,4.0,Very Good,582
102813,Nibs Cafe,India,Jaipur,C Scheme,"Cafe, Italian, Continental",750,Indian Rupees(Rs.),No,Yes,2,4.4,Very Good,389
101259,On The House,India,Jaipur,C Scheme,"Italian, Continental, Mexican, Cafe, Bakery",1300,Indian Rupees(Rs.),No,Yes,3,4.4,Very Good,843
103065,WTF,India,Jaipur,C Scheme,"Continental, Italian, North Indian, Lebanese, Thai",1000,Indian Rupees(Rs.),No,No,3,4.0,Very Good,212
100080,Chokhi Dhani,India,Jaipur,"Chokhi Dhani Village Resort, Tonk Road",Rajasthani,1600,Indian Rupees(Rs.),No,No,3,4.3,Very Good,1478
103147,Meraaki Kitchen,India,Jaipur,Civil Lines,"Modern Indian, Asian",1500,Indian Rupees(Rs.),No,No,3,3.9,Good,67
101311,Taruveda Bistro,India,Jaipur,Civil Lines,"Cafe, Italian, Japanese, Continental",1000,Indian Rupees(Rs.),No,Yes,3,4.2,Very Good,633
100305,The Forresta Kitchen & Bar,India,Jaipur,"Devraj Niwas, Bani Park","Continental, Mexican, Beverages, Desserts, North Indian, Chinese, Rajasthani",1800,Indian Rupees(Rs.),No,No,3,4.0,Very Good,916
102215,Monarch Restaurant - Holiday Inn Jaipur City Centre,India,Jaipur,"Holiday Inn Jaipur City Centre, Bais Godam","North Indian, Chinese, Continental, Rajasthani",2300,Indian Rupees(Rs.),No,No,4,4.5,Excellent,420
102216,Chao Chinese Bistro - Holiday Inn Jaipur City Centre,India,Jaipur,"Holiday Inn Jaipur City Centre, Bais Godam","Chinese, Asian",2500,Indian Rupees(Rs.),No,No,4,4.3,Very Good,308
18209498,Zolocrust - Hotel Clarks Amer,India,Jaipur,"Hotel Clarks Amer, Malviya Nagar","Italian, Bakery, Continental",2000,Indian Rupees(Rs.),No,Yes,4,4.9,Excellent,322
103019,Mutual's,India,Jaipur,Lal Kothi,"Cafe, Mexican, Italian, North Indian, Fast Food",650,Indian Rupees(Rs.),No,Yes,2,4.2,Very Good,198
103090,O2- The Plant Cafe,India,Jaipur,Lal Kothi,Continental,700,Indian Rupees(Rs.),No,No,2,4.1,Very Good,148
102531,Cafe LazyMojo,India,Jaipur,Malviya Nagar,"Cafe, Mexican, Italian, Continental",800,Indian Rupees(Rs.),No,Yes,2,4.3,Very Good,798
100306,Replay,India,Jaipur,Tonk Road,"North Indian, Continental, Chinese, Italian, Mexican",1500,Indian Rupees(Rs.),No,No,3,4.3,Very Good,1121
18454586,Sky Beach,India,Jaipur,Vaishali Nagar,"North Indian, Continental, Chinese, Mexican, Italian, Desserts",1000,Indian Rupees(Rs.),No,No,3,2.6,Average,46
102504,Decked Up By Garden Cafe,India,Jaipur,Vaishali Nagar,"Cafe, Fast Food, North Indian",1200,Indian Rupees(Rs.),No,Yes,3,3.9,Good,310
102867,Calzone- Dine & Rooftop Lounge,India,Jaipur,Vidhyadhar Nagar,"Continental, Mexican, North Indian, Chinese",800,Indian Rupees(Rs.),No,Yes,2,3.7,Good,112
2300061,Hucka,India,Kanpur,Arya Nagar,"Chinese, Fast Food",550,Indian Rupees(Rs.),No,No,2,3.3,Average,148
2300483,The Zaffran,India,Kanpur,Ashok Nagar,"North Indian, Continental, Asian",800,Indian Rupees(Rs.),No,No,3,3.3,Average,51
2300065,Gyan Vaishnav,India,Kanpur,Ashok Nagar,North Indian,400,Indian Rupees(Rs.),No,No,2,3.9,Good,97
18377936,Liquid,India,Kanpur,Ashok Nagar,"Finger Food, North Indian, Continental, Italian, Mediterranean",1000,Indian Rupees(Rs.),No,No,3,4.0,Very Good,24
2300188,Royal Dine - Hotel Royal Cliff,India,Kanpur,Hotel Royal Cliff,"North Indian, Chinese",1500,Indian Rupees(Rs.),No,No,4,4.0,Very Good,54
18407105,Urban Crave Express,India,Kanpur,IIT Kanpur,"Cafe, Italian",600,Indian Rupees(Rs.),No,No,2,3.5,Good,43
2300497,Atmosphere Grill Cafe Sheesha,India,Kanpur,Mall Road,"Indian, Chinese, Continental",0,Indian Rupees(Rs.),No,No,1,3.6,Good,34
2300183,Mr Brown,India,Kanpur,Mall Road,"Bakery, Desserts, Fast Food",500,Indian Rupees(Rs.),No,No,2,3.9,Good,97
2300476,Dunkin Donuts,India,Kanpur,Mall Road,"Desserts, Fast Food",500,Indian Rupees(Rs.),No,No,2,4.1,Very Good,87
2300018,Little Chef,India,Kanpur,Mall Road,"North Indian, Fast Food",1000,Indian Rupees(Rs.),No,No,3,4.1,Very Good,158
18312106,UrbanCrave,India,Kanpur,Parade,"Cafe, Continental, Desserts, Ice Cream, Italian, Beverages",0,Indian Rupees(Rs.),No,No,1,3.9,Good,127
2300042,Chin Mi,India,Kanpur,"Rave 3, Tilak Nagar",Chinese,1500,Indian Rupees(Rs.),No,No,4,3.9,Good,86
2300048,Tadka,India,Kanpur,"Rave Moti, Kakadeo",North Indian,1000,Indian Rupees(Rs.),No,No,3,3.8,Good,97
2300058,Dhuaan,India,Kanpur,"Status Club, Kanpur Cantonment","North Indian, Mexican, Italian",1500,Indian Rupees(Rs.),No,No,4,4.3,Very Good,155
2300162,Upper Crust,India,Kanpur,Swaroop Nagar,"Bakery, Fast Food",350,Indian Rupees(Rs.),No,No,2,3.4,Average,49
2300003,Anaicha's Food Joint,India,Kanpur,Swaroop Nagar,"Chinese, North Indian, Continental",850,Indian Rupees(Rs.),No,No,3,3.6,Good,106
2300176,Aromas,India,Kanpur,Swaroop Nagar,Fast Food,350,Indian Rupees(Rs.),No,No,2,4.1,Very Good,171
2300187,Waterside - The Landmark Hotel,India,Kanpur,"The Landmark Hotel, Mall Road","North Indian, Chinese",3000,Indian Rupees(Rs.),No,No,4,3.9,Good,113
2300009,Verandah,India,Kanpur,Tilak Nagar,"Chinese, Italian, Fast Food",1500,Indian Rupees(Rs.),No,No,4,3.7,Good,160
18391601,Barbeque Nation,India,Kanpur,"Z Square Mall, Mall Road","North Indian, Mughlai, Lebanese, Arabian, Mediterranean",1400,Indian Rupees(Rs.),No,No,3,4.0,Very Good,41
900682,Nawras Seafood Restaurant,India,Kochi,Chittoor Road,Seafood,1000,Indian Rupees(Rs.),No,No,3,4.6,Excellent,289
95361,Ifthar,India,Kochi,Edappally,Kerala,350,Indian Rupees(Rs.),No,No,1,3.8,Good,281
95421,Dhe Puttu,India,Kochi,Edappally,Kerala,600,Indian Rupees(Rs.),No,Yes,2,4.4,Very Good,662
95256,Kashi Art Cafe,India,Kochi,Fort Kochi,"European, Cafe",600,Indian Rupees(Rs.),No,No,2,4.2,Very Good,659
95286,Grand Hotel Restaurant,India,Kochi,"Grand Hotel, MG Road","North Indian, Kerala, Chinese, Continental",1000,Indian Rupees(Rs.),No,No,3,4.2,Very Good,394
900969,Barbeque Nation,India,Kochi,Kacheripady,"European, North Indian, Mediterranean, American",1500,Indian Rupees(Rs.),No,No,3,4.5,Excellent,213
95333,Chiyang,India,Kochi,Kacheripady,"Chinese, Continental",800,Indian Rupees(Rs.),No,No,2,3.7,Good,277
900547,Slice of Spice,India,Kochi,Kacheripady,"Fast Food, Biryani",400,Indian Rupees(Rs.),No,Yes,1,4.0,Very Good,246
901089,Mustake Multicuisine Restaurant,India,Kochi,Kakkanad,"Chinese, Thai, North Indian, South Indian",1000,Indian Rupees(Rs.),No,Yes,3,3.7,Good,145
901035,Palaaram,India,Kochi,Kakkanad,"Kerala, Fast Food",550,Indian Rupees(Rs.),No,No,2,3.7,Good,105
900561,Tonico Cafe,India,Kochi,Kakkanad,Cafe,400,Indian Rupees(Rs.),No,No,1,4.0,Very Good,406
900524,Cafe 17,India,Kochi,Kaloor,"Cafe, Continental, Italian",700,Indian Rupees(Rs.),No,Yes,2,4.4,Very Good,333
900800,ChaiCofi,India,Kochi,Kaloor,"Cafe, Continental, Italian",800,Indian Rupees(Rs.),No,No,2,4.0,Very Good,160
95304,Bloomsbury's Boutique Cafe and Artisan Bakery,India,Kochi,"LuLu Mall, Edappally","Cafe, Bakery, Desserts",650,Indian Rupees(Rs.),No,Yes,2,4.2,Very Good,482
900533,Paragon,India,Kochi,"LuLu Mall, Edappally","Kerala, South Indian, Continental, North Indian, Seafood, Chinese",900,Indian Rupees(Rs.),No,No,2,4.3,Very Good,722
901004,Aangan - Downtown Multicuisine Restaurant,India,Kochi,Palarivattom,"Chinese, Seafood, North Indian, Biryani",650,Indian Rupees(Rs.),No,No,2,4.2,Very Good,146
900111,Ali Baba & 41 Dishes,India,Kochi,Panampilly Nagar,"Kerala, South Indian, Chinese, Biryani",400,Indian Rupees(Rs.),No,No,1,3.5,Good,348
95331,Cocoa Tree,India,Kochi,Panampilly Nagar,"Italian, Seafood, Mediterranean, Desserts, Cafe",1000,Indian Rupees(Rs.),No,No,3,4.3,Very Good,658
900032,French Toast,India,Kochi,Panampilly Nagar,"Continental, Cafe, Desserts, Bakery",700,Indian Rupees(Rs.),No,No,2,4.3,Very Good,312
900282,Thakkaaram,India,Kochi,Vyttila,"Kerala, South Indian",600,Indian Rupees(Rs.),No,No,2,3.6,Good,361
18217475,Asia Kitchen by Mainland China,India,Kolkata,"Acropolis Mall, Kasba ","Asian, Chinese",1400,Indian Rupees(Rs.),No,Yes,3,4.6,Excellent,945
18249144,Hoppipola,India,Kolkata,"Acropolis Mall, Kasba ","Italian, Mexican, American, Mediterranean",1200,Indian Rupees(Rs.),No,Yes,3,4.2,Very Good,1103
18017612,Spice Kraft,India,Kolkata,Ballygunge,"Continental, Middle Eastern, Asian",1200,Indian Rupees(Rs.),No,No,3,4.8,Excellent,1424
18377112,Nawwarah,India,Kolkata,Ballygunge,"Chinese, Cafe, North Indian, Desserts",1000,Indian Rupees(Rs.),No,No,3,3.9,Good,326
20002,6 Ballygunge Place,India,Kolkata,Ballygunge,Bengali,1000,Indian Rupees(Rs.),Yes,Yes,3,4.4,Very Good,1778
18343731,Mumbai Local,India,Kolkata,Ballygunge,"North Indian, Chinese, Street Food",1200,Indian Rupees(Rs.),Yes,No,3,4.2,Very Good,704
25664,Gabbar's Bar & Kitchen,India,Kolkata,Camac Street Area,"North Indian, Chinese, Mexican, Italian",1400,Indian Rupees(Rs.),Yes,No,3,4.4,Very Good,1484
25587,TGI Friday's,India,Kolkata,Elgin,"Tex-Mex, American",1800,Indian Rupees(Rs.),Yes,Yes,3,4.0,Very Good,911
24530,Santa's Fantasea,India,Kolkata,Golpark,"Seafood, Chinese",800,Indian Rupees(Rs.),No,No,2,4.2,Very Good,2584
20747,India Restaurant,India,Kolkata,Kidderpore,"Biryani, North Indian, Chinese, Mughlai",800,Indian Rupees(Rs.),Yes,Yes,2,4.6,Excellent,1219
21220,Flame & Grill,India,Kolkata,"Mani Square Mall, Kankurgachi","North Indian, Continental",1500,Indian Rupees(Rs.),Yes,No,3,3.9,Good,1064
25570,Barbeque Nation,India,Kolkata,Park Street Area,"North Indian, Chinese",1600,Indian Rupees(Rs.),No,No,3,4.9,Excellent,1753
20350,Mocambo,India,Kolkata,Park Street Area,"Continental, Italian, North Indian",1050,Indian Rupees(Rs.),No,Yes,3,3.5,Good,4464
20870,BarBQ,India,Kolkata,Park Street Area,"Chinese, North Indian",900,Indian Rupees(Rs.),No,Yes,2,4.2,Very Good,5288
20404,Peter Cat,India,Kolkata,Park Street Area,"Continental, North Indian",1000,Indian Rupees(Rs.),No,Yes,3,4.3,Very Good,7574
24286,The Irish House,India,Kolkata,"Quest Mall, Ballygunge","European, American",1900,Indian Rupees(Rs.),No,No,3,4.4,Very Good,2224
20842,Barbeque Nation,India,Kolkata,"Sector 5, Salt Lake","North Indian, Chinese",1600,Indian Rupees(Rs.),No,No,3,4.9,Excellent,5966
18259462,Ocean Grill,India,Kolkata,"Sector 5, Salt Lake","Continental, Seafood, North Indian, Asian",1500,Indian Rupees(Rs.),Yes,No,3,3.6,Good,1040
24452,Sigree Global Grill,India,Kolkata,"Silver Spring Arcade, Science City Area",North Indian,1600,Indian Rupees(Rs.),Yes,No,3,4.1,Very Good,1616
18017615,What's Up,India,Kolkata,Southern Avenue,"Cafe, Chinese, Continental",1000,Indian Rupees(Rs.),Yes,No,3,4.0,Very Good,1126
800468,Grandson of Tunday Kababi,India,Lucknow,Aminabad,"Mughlai, Lucknowi",300,Indian Rupees(Rs.),No,No,1,4.9,Excellent,1057
801675,Frozen Factory,India,Lucknow,Gomti Nagar,"Desserts, Ice Cream",200,Indian Rupees(Rs.),No,No,1,4.5,Excellent,144
801690,Mocha,India,Lucknow,Gomti Nagar,"Cafe, Italian, Continental",800,Indian Rupees(Rs.),No,No,3,4.6,Excellent,567
801684,Chemistry Cafí©,India,Lucknow,Gomti Nagar,"Cafe, Continental, Chinese",650,Indian Rupees(Rs.),No,No,2,3.5,Good,147
18296995,Homeys Cafe,India,Lucknow,Gomti Nagar,"Cafe, Fast Food",450,Indian Rupees(Rs.),No,No,2,3.9,Good,217
800237,Percussion,India,Lucknow,Gomti Nagar,"Continental, North Indian, Asian",1000,Indian Rupees(Rs.),No,No,3,3.7,Good,514
800273,The Urban Terrace,India,Lucknow,Gomti Nagar,"North Indian, Continental",1100,Indian Rupees(Rs.),No,No,3,3.9,Good,268
18375866,Free Spirit,India,Lucknow,Gomti Nagar,"Cafe, Italian",450,Indian Rupees(Rs.),No,No,2,4.3,Very Good,106
801170,Spice Caves,India,Lucknow,Gomti Nagar,"North Indian, Chinese, Mughlai",1200,Indian Rupees(Rs.),No,No,3,4.2,Very Good,691
801636,The Chocolate Heaven,India,Lucknow,Gomti Nagar,"Cafe, Italian, Desserts",400,Indian Rupees(Rs.),No,No,2,4.1,Very Good,165
18385021,The Pebbles Bistro,India,Lucknow,Gomti Nagar,European,1000,Indian Rupees(Rs.),No,No,3,4.1,Very Good,80
801640,Underdoggs Sports Bar & Grill,India,Lucknow,Gomti Nagar,"Mediterranean, Italian, American",1300,Indian Rupees(Rs.),No,No,3,4.3,Very Good,124
801269,Vintage Machine,India,Lucknow,Gomti Nagar,"Italian, American, Lebanese",1000,Indian Rupees(Rs.),No,No,3,4.3,Very Good,887
801693,Bar Bar,India,Lucknow,Hazratganj,"Cafe, Chinese, Thai, North Indian, Continental",1000,Indian Rupees(Rs.),No,No,3,4.0,Very Good,79
800483,Dastarkhwan,India,Lucknow,Hazratganj,Mughlai,400,Indian Rupees(Rs.),No,No,2,4.4,Very Good,818
800891,The Cherry Tree Cafe,India,Lucknow,Hazratganj,"Cafe, Bakery",400,Indian Rupees(Rs.),No,No,2,4.1,Very Good,288
800326,Royal Sky,India,Lucknow,Lalbagh,"North Indian, Mughlai, Chinese, Continental",1100,Indian Rupees(Rs.),No,No,3,4.2,Very Good,762
801384,L 14 - Renaissance Lucknow Hotel,India,Lucknow,Renaissance Lucknow Hotel,"North Indian, Continental, South Indian, Chinese, Thai, Asian",2000,Indian Rupees(Rs.),No,No,4,4.2,Very Good,149
800089,Barbeque Nation,India,Lucknow,"Riverside Mall, Gomti Nagar",North Indian,1600,Indian Rupees(Rs.),No,No,4,4.7,Excellent,1069
801247,Colours by Royal Cafe - Royal Inn,India,Lucknow,"Royal Inn, Hazratganj","North Indian, Mughlai, Chinese",1000,Indian Rupees(Rs.),No,No,3,4.2,Very Good,411
800576,Cappuccino Blast,India,Lucknow,Sadar Bazaar,"Cafe, Fast Food",700,Indian Rupees(Rs.),No,No,2,4.0,Very Good,587
15239,Basant Restaurant,India,Ludhiana,"A Hotel, Gurdev Nagar","North Indian, Chinese, Fast Food",800,Indian Rupees(Rs.),No,No,2,3.6,Good,93
18444271,Hawai Adda,India,Ludhiana,Aggar Nagar,"North Indian, Chinese, Continental",1500,Indian Rupees(Rs.),No,No,3,3.5,Good,17
15005,Indian Summer,India,Ludhiana,BRS Nagar,"North Indian, Chinese",1400,Indian Rupees(Rs.),No,No,3,4.1,Very Good,191
15221,Basant,India,Ludhiana,Civil Lines,"North Indian, Chinese, South Indian, Fast Food",400,Indian Rupees(Rs.),No,No,1,3.9,Good,109
15292,Bistro 226,India,Ludhiana,Civil Lines,"Italian, Continental, North Indian, Cafe",1400,Indian Rupees(Rs.),No,No,3,4.2,Very Good,217
15309,Mocha,India,Ludhiana,Gurdev Nagar,Cafe,800,Indian Rupees(Rs.),No,No,2,3.7,Good,153
18400368,Pirates Of Grill,India,Ludhiana,Gurdev Nagar,"North Indian, Mughlai",1300,Indian Rupees(Rs.),No,No,3,3.9,Good,41
15132,Bistro Flamme Bois,India,Ludhiana,Gurdev Nagar,"Italian, Continental, Mexican, Lebanese",1500,Indian Rupees(Rs.),No,No,3,4.1,Very Good,178
15705,Kitchen At 95 - Hyatt Regency,India,Ludhiana,"Hyatt Regency, Rajguru Nagar","Mediterranean, Chinese, Continental",2000,Indian Rupees(Rs.),No,No,4,4.3,Very Good,87
15078,Domino's Pizza,India,Ludhiana,"Main Market, Sarabha Nagar","Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,2,3.6,Good,86
15104,Nando's,India,Ludhiana,"Main Market, Sarabha Nagar","Portuguese, African",1200,Indian Rupees(Rs.),No,No,3,3.8,Good,156
15774,Belfrance Luxury Chocolates,India,Ludhiana,"Main Market, Sarabha Nagar","Cafe, Continental, Italian, Bakery",1100,Indian Rupees(Rs.),No,No,3,4.4,Very Good,138
15008,Hot Breads,India,Ludhiana,"Main Market, Sarabha Nagar","Continental, Chinese, Italian, Bakery",800,Indian Rupees(Rs.),No,No,2,4.2,Very Good,261
15321,The Yellow Chilli,India,Ludhiana,"Main Market, Sarabha Nagar","Mughlai, North Indian, Chinese",1200,Indian Rupees(Rs.),No,No,3,4.4,Very Good,325
15368,Spice Cube,India,Ludhiana,PAU,"North Indian, Chinese, Continental",1000,Indian Rupees(Rs.),No,No,3,3.5,Good,116
15853,Barbeque Nation,India,Ludhiana,Rajguru Nagar,"North Indian, Chinese, Continental",1400,Indian Rupees(Rs.),No,No,3,3.9,Good,80
15497,Nik Bakers,India,Ludhiana,Sarabha Nagar,"Cafe, Bakery, Desserts",800,Indian Rupees(Rs.),No,No,2,4.2,Very Good,210
15091,Aman Chicken,India,Ludhiana,Shastri Nagar,"North Indian, Mughlai",800,Indian Rupees(Rs.),No,No,2,4.6,Excellent,196
15777,District 6,India,Ludhiana,"Silver Arc Mall, Gurdev Nagar","European, Chinese",1600,Indian Rupees(Rs.),No,No,3,3.8,Good,53
15717,The BrewMaster - The Mix Fine Dine,India,Ludhiana,"Westend Mall, Rajguru Nagar","North Indian, Continental",1500,Indian Rupees(Rs.),No,No,3,3.9,Good,154
3100446,#45,India,Mangalore,Attavar,Cafe,600,Indian Rupees(Rs.),No,No,2,3.6,Good,209
3100159,Crave Desserts & Bakes,India,Mangalore,Balmatta,"Desserts, Bakery",200,Indian Rupees(Rs.),No,No,1,3.9,Good,196
3100010,Diesel Cafe,India,Mangalore,Balmatta,"American, Italian",900,Indian Rupees(Rs.),No,No,3,3.8,Good,196
3100145,Froth On Top,India,Mangalore,Balmatta,"Chinese, Mangalorean",700,Indian Rupees(Rs.),No,No,2,3.7,Good,355
3100013,Hao Ming,India,Mangalore,Balmatta,Chinese,600,Indian Rupees(Rs.),No,No,2,3.5,Good,280
3100143,Kobe Sizzlers,India,Mangalore,Balmatta,"Continental, American",1000,Indian Rupees(Rs.),No,No,3,3.7,Good,104
3100033,Liquid Lounge,India,Mangalore,Balmatta,"Finger Food, Continental, North Indian",800,Indian Rupees(Rs.),No,No,3,3.8,Good,290
3100153,Maharaja Restaurant,India,Mangalore,Balmatta,"South Indian, North Indian",700,Indian Rupees(Rs.),No,No,2,3.6,Good,275
3100142,Giri Manja's,India,Mangalore,Bhavathi,Seafood,500,Indian Rupees(Rs.),No,No,2,4.2,Very Good,281
3100030,Kabab Studio,India,Mangalore,"Goldfinch Hotel, Balmatta","North Indian, Mughlai",1500,Indian Rupees(Rs.),No,No,4,3.5,Good,183
18237384,Brio Cafe and Grill,India,Mangalore,Hampankatta,"Cafe, Continental",500,Indian Rupees(Rs.),No,No,2,3.6,Good,84
